         4076295 function calls (3999034 primitive calls) in 8.830 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 completer.py:750(completion_matcher)
        6    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
       24    0.000    0.000    0.000    0.000 functools.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 media_file_storage.py:42(MediaFileStorage)
        1    0.000    0.000    0.000    0.000 session_manager.py:92(SessionStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:186(LegacyVersion)
        8    0.000    0.000    0.000    0.000 _parser.py:213(isspace)
        1    0.000    0.000    0.000    0.000 pydoc.py:522(__init__)
        1    0.000    0.000    0.000    0.000 frequencies.py:159(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 common.py:110(IOHandles)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
        1    0.000    0.000    0.000    0.000 transforms.py:1894(Affine2D)
       24    0.000    0.000    0.000    0.000 patches.py:2337(<genexpr>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 _voting.py:52(_BaseVoting)
        1    0.000    0.000    0.000    0.000 slicer.py:10(Slicer)
        1    0.000    0.000    0.000    0.000 types.py:198(IntType)
        1    0.000    0.000    0.000    0.000 models.py:514(StructModel)
        1    0.000    0.000    0.000    0.000 crashhandler.py:87(CrashHandler)
       23    0.000    0.000    0.000    0.000 decorators.py:56(undoc)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:821(__init__)
        1    0.000    0.000    0.000    0.000 formatters.py:800(LatexFormatter)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:101(get_default_editor)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 containers.py:1099(WindowRenderInfo)
        2    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_ctypes.PyCArrayType' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1263(__len__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:840(items)
       13    0.000    0.000    0.000    0.000 dataclasses.py:564(<genexpr>)
        1    0.000    0.000    0.000    0.000 sslproto.py:409(SSLProtocol)
        6    0.000    0.000    0.000    0.000 enum_type_wrapper.py:32(__init__)
        1    0.000    0.000    0.000    0.000 cache_data_api.py:86(CachedDataFuncInfo)
        4    0.000    0.000    0.000    0.000 type_util.py:97(get_fqn)
        1    0.000    0.000    0.000    0.000 in_memory_cache_storage_wrapper.py:33(InMemoryCacheStorageWrapper)
        2    0.000    0.000    0.000    0.000 time_widgets.py:129(_parse_max_date)
        1    0.000    0.000    0.000    0.000 dtypes.py:1533(BaseMaskedDtype)
        2    0.000    0.000    0.000    0.000 generic.py:592(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:369(PngStream)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1861(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _structures.py:61(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1310(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:17(_init)
        1    0.000    0.000    0.000    0.000 formatters.py:871(PDFFormatter)
       18    0.000    0.000    0.000    0.000 minidom.py:701(_ensure_attributes)
       18    0.000    0.000    0.000    0.000 stdlib.py:155(f)
       18    0.000    0.000    0.000    0.000 stdlib.py:148(argument_clinic)
        1    0.000    0.000    0.000    0.000 mio_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _netcdf.py:808(netcdf_variable)
        1    0.000    0.000    0.000    0.000 callback.py:306(EarlyStopping)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        2    0.000    0.000    0.000    0.000 os.py:805(fsencode)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        3    0.000    0.000    0.000    0.000 __init__.py:746(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:778(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2173(CompleteDirs)
        1    0.000    0.000    0.000    0.000 _adapters.py:30(__new__)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2438(CompoundValidator)
        1    0.000    0.000    0.000    0.000 string_.py:71(StringDtype)
        1    0.000    0.000    0.000    0.000 numeric.py:234(NumericArray)
       10    0.000    0.000    0.000    0.000 base.py:540(<genexpr>)
        1    0.000    0.000    0.000    0.000 accessors.py:53(Properties)
        1    0.000    0.000    0.000    0.000 base_parser.py:601(_set_noconvert_dtype_columns)
        2    0.000    0.000    0.000    0.000 rcsetup.py:582(validate_sketch)
        1    0.000    0.000    0.000    0.000 Image.py:3680(register_extensions)
        1    0.000    0.000    0.000    0.000 npydecl.py:332(<listcomp>)
        1    0.000    0.000    0.000    0.000 parfor_lowering_utils.py:10(ParforLoweringBuilder)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 art3d.py:539(Patch3DCollection)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
       27    0.000    0.000    0.000    0.000 argparse.py:864(format_usage)
        1    0.000    0.000    0.000    0.000 miscplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:337(SimpleQueue)
        2    0.000    0.000    0.000    0.000 _base.py:406(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        2    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
        1    0.000    0.000    0.000    0.000 callconv.py:353(CPUCallConv)
        1    0.000    0.000    0.000    0.000 builtins.py:269(<listcomp>)
        1    0.000    0.000    0.000    0.000 pygments.py:33(SyntaxSync)
        1    0.000    0.000    0.000    0.000 arguments.py:166(TreeArguments)
        1    0.000    0.000    0.000    0.000 instance.py:90(AbstractInstanceValue)
        2    0.000    0.000    0.000    0.000 inspect.py:413(isroutine)
        4    0.000    0.000    0.000    0.000 __init__.py:912(acquire)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(__init__)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        6    0.000    0.000    0.000    0.000 _colorscale.py:4(ColorscaleValidator)
        1    0.000    0.000    0.000    0.000 base_connection.py:27(BaseConnection)
        2    0.000    0.000    0.000    0.000 common.py:992(is_numeric_v_string_like)
       15    0.000    0.000    0.000    0.000 missing.py:1073(clean_reindex_fill_method)
       12    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
        1    0.000    0.000    0.000    0.000 sql.py:1443(PandasSQL)
        1    0.000    0.000    0.000    0.000 colors.py:1555(CenteredNorm)
        1    0.000    0.000    0.000    0.000 collections.py:1333(LineCollection)
        1    0.000    0.000    0.000    0.000 figure.py:70(_AxesStack)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _kde.py:40(gaussian_kde)
        1    0.000    0.000    0.000    0.000 docscrape.py:634(ClassDoc)
        1    0.000    0.000    0.000    0.000 det_curve.py:7(DetCurveDisplay)
        1    0.000    0.000    0.000    0.000 _classes.py:1376(NuSVR)
        1    0.000    0.000    0.000    0.000 slicer_internal.py:521(ListTupleHandler)
        1    0.000    0.000    0.000    0.000 types.py:540(LiteralStructType)
        1    0.000    0.000    0.000    0.000 templates.py:27(Signature)
        1    0.000    0.000    0.000    0.000 decorator.py:51(FunctionMaker)
        1    0.000    0.000    0.000    0.000 table_zero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controls.py:493(BufferControl)
        1    0.000    0.000    0.000    0.000 mio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arff.py:257(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:672(require_keyword_args)
        2    0.000    0.000    0.000    0.000 classic.py:86(__init__)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 text_format.py:356(_Printer)
        3    0.000    0.000    0.000    0.000 __init__.py:126(WinFunctionType)
        2    0.000    0.000    0.000    0.000 utils.py:218(_extract_common_class_from_iter)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
       10    0.000    0.000    0.000    0.000 common.py:1194(<lambda>)
       10    0.000    0.000    0.000    0.000 datetimelike.py:2043(freq)
        1    0.000    0.000    0.000    0.000 accessor.py:234(SparseFrameAccessor)
        3    0.000    0.000    0.000    0.000 managers.py:2294(<listcomp>)
       21    0.000    0.000    0.000    0.000 series.py:1480(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
        1    0.000    0.000    0.000    0.000 sql.py:922(SQLTable)
       28    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:793(_validate_legend_loc)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mvn.py:1(<module>)
        8    0.000    0.000    0.000    0.000 docscrape.py:412(<genexpr>)
        1    0.000    0.000    0.000    0.000 _weight_boosting.py:501(__init__)
       20    0.000    0.000    0.000    0.000 functions.py:505(key)
        1    0.000    0.000    0.000    0.000 values.py:440(Constant)
        1    0.000    0.000    0.000    0.000 caching.py:311(CacheImpl)
        1    0.000    0.000    0.000    0.000 text.py:92(SList)
        1    0.000    0.000    0.000    0.000 _arffread.py:95(NominalAttribute)
        4    0.000    0.000    0.000    0.000 core.py:272(_check_call)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
        5    0.000    0.000    0.000    0.000 weakref.py:418(__len__)
        2    0.000    0.000    0.000    0.000 __init__.py:643(usesTime)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 encoder.py:352(EncodeVarint)
        1    0.000    0.000    0.000    0.000 local_sources_watcher.py:48(LocalSourcesWatcher)
        3    0.000    0.000    0.000    0.000 numerictypes.py:233(obj2sctype)
        2    0.000    0.000    0.000    0.000 sysconfig.py:247(get_preferred_scheme)
       25    0.000    0.000    0.000    0.000 __init__.py:508(_parse_local_version)
        2    0.000    0.000    0.000    0.000 cloudpickle.py:492(_empty_cell_value)
        3    0.000    0.000    0.000    0.000 six.py:604(iteritems)
        1    0.000    0.000    0.000    0.000 core.py:1352(make_mask_descr)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
       22    0.000    0.000    0.000    0.000 expr.py:294(_op_maker)
       25    0.000    0.000    0.000    0.000 version.py:492(_parse_local_version)
       10    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_fontweight)
        4    0.000    0.000    0.000    0.000 core.py:3435(parseImpl)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 axis3d.py:747(YAxis)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:594(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 distributions.py:99(_DistributionPlotter)
        1    0.000    0.000    0.000    0.000 _missing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classes.py:1175(SVR)
        1    0.000    0.000    0.000    0.000 builder.py:17(wrap)
        1    0.000    0.000    0.000    0.000 _masked_model.py:11(MaskedModel)
        1    0.000    0.000    0.000    0.000 asyncio.py:19(tqdm_asyncio)
        1    0.000    0.000    0.000    0.000 formatters.py:747(SVGFormatter)
       18    0.000    0.000    0.000    0.000 minidom.py:484(__init__)
        1    0.000    0.000    0.000    0.000 arffread.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        2    0.000    0.000    0.000    0.000 pathlib.py:1050(absolute)
        5    0.000    0.000    0.000    0.000 __init__.py:580(<genexpr>)
       15    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 expr.py:753(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 claims.py:160(Model)
       34    0.000    0.000    0.000    0.000 core.py:1934(recurse)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3273(ToolContainerBase)
        2    0.000    0.000    0.000    0.000 _adapters.py:11(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:509(Ticker)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 ckdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reusable_executor.py:104(_ReusablePoolExecutor)
        1    0.000    0.000    0.000    0.000 _common.py:687(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:745(ApplyResult)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 common.py:37(Buffer)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:22(__exit__)
        1    0.000    0.000    0.000    0.000 parfor.py:715(__init__)
        1    0.000    0.000    0.000    0.000 display.py:809(Image)
        1    0.000    0.000    0.000    0.000 formatters.py:855(JavascriptFormatter)
        1    0.000    0.000    0.000    0.000 klass.py:57(ClassName)
        1    0.000    0.000    0.000    0.000 errors.py:11(SyntaxError)
        1    0.000    0.000    0.000    0.000 byteordercodes.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       10    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 warnings.py:403(__init__)
        5    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       10    0.000    0.000    0.000    0.000 config.py:171(_create_section)
        1    0.000    0.000    0.000    0.000 cli_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proactor_events.py:600(_ProactorSocketTransport)
        1    0.000    0.000    0.000    0.000 descriptor.py:103(DescriptorBase)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:400(__init__)
       12    0.000    0.000    0.000    0.000 core.py:5769(postParse)
        1    0.000    0.000    0.000    0.000 categorical.py:2774(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 blocks.py:2288(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 resample.py:2078(TimeGrouper)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 ticker.py:1327(EngFormatter)
        1    0.000    0.000    0.000    0.000 plistlib.py:321(_PlistWriter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:563(DrawingArea)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2558(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3142(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4901(multivariate_hypergeom_gen)
        7    0.000    0.000    0.000    0.000 ffi.py:339(detach)
        1    0.000    0.000    0.000    0.000 typeref.py:32(TypeRef)
        1    0.000    0.000    0.000    0.000 builtins.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 display.py:468(SVG)
        1    0.000    0.000    0.000    0.000 iterable.py:416(DictLiteralValue)
        1    0.000    0.000    0.000    0.000 basic.py:396(_ArrowCArray)
        1    0.000    0.000    0.000    0.000 patches.py:71(AttributeWrapper)
        1    0.000    0.000    0.000    0.000 _winconsole.py:149(_WindowsConsoleWriter)
        1    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
        3    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetFullPathName}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:836(keys)
        3    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:438(format)
        1    0.000    0.000    0.000    0.000 config_option.py:28(ConfigOption)
        4    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 __init__.py:330(EntryPoints)
        1    0.000    0.000    0.000    0.000 streamlit_plotly_theme.py:1(<module>)
       12    0.000    0.000    0.000    0.000 basedatatypes.py:5760(<dictcomp>)
        1    0.000    0.000    0.000    0.000 basedatatypes.py:5694(BaseLayoutType)
        1    0.000    0.000    0.000    0.000 core.py:6854(_extrema_operation)
        6    0.000    0.000    0.000    0.000 managers.py:241(is_single_block)
       21    0.000    0.000    0.000    0.000 accessors.py:176(<lambda>)
        1    0.000    0.000    0.000    0.000 ticker.py:1480(PercentFormatter)
        1    0.000    0.000    0.000    0.000 palettes.py:57(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis3d.py:755(ZAxis)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3879(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 util.py:330(PushbackAdapter)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1154(Lasso)
        1    0.000    0.000    0.000    0.000 _ridge.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 ffi.py:217(register_lock_callback)
        1    0.000    0.000    0.000    0.000 npytypes.py:439(Array)
        1    0.000    0.000    0.000    0.000 context.py:6(__init__)
        1    0.000    0.000    0.000    0.000 builder.py:135(wrap)
        1    0.000    0.000    0.000    0.000 builtins.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:271(<listcomp>)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:465(HelpEnd)
        1    0.000    0.000    0.000    0.000 base.py:289(DynamicCompleter)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:19(FuzzyCompleter)
        1    0.000    0.000    0.000    0.000 validation.py:43(Validator)
        1    0.000    0.000    0.000    0.000 dimension.py:86(exact)
        1    0.000    0.000    0.000    0.000 cache.py:73(CachedMetaClass)
        1    0.000    0.000    0.000    0.000 iterable.py:524(FakeDict)
        1    0.000    0.000    0.000    0.000 base.py:82(DefineGenericBaseClass)
        1    0.000    0.000    0.000    0.000 _byteordercodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:239(parse)
        3    0.000    0.000    0.000    0.000 config.py:13(config_doc)
        1    0.000    0.000    0.000    0.000 version.py:104(_BaseVersion)
       13    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        5    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 cache_utils.py:62(Cache)
        2    0.000    0.000    0.000    0.000 session_state.py:368(_reverse_key_wid_map)
        1    0.000    0.000    0.000    0.000 media_file_manager.py:43(MediaFileMetadata)
        4    0.000    0.000    0.000    0.000 time_widgets.py:709(parse_date_deterministic)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:105(NpzFile)
        9    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 core.py:6466(mvoid)
        1    0.000    0.000    0.000    0.000 extras.py:1785(MAxisConcatenator)
       10    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3830(Exif)
        1    0.000    0.000    0.000    0.000 array_analysis.py:360(ShapeEquivSet)
        1    0.000    0.000    0.000    0.000 _data.py:174(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 moduleTNC.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:74(RungeKutta)
        1    0.000    0.000    0.000    0.000 axisgrid.py:1679(JointGrid)
        1    0.000    0.000    0.000    0.000 infix_parser.py:49(Token)
        1    0.000    0.000    0.000    0.000 _store_backends.py:146(StoreBackendMixin)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 _forest.py:1555(RandomForestRegressor)
        1    0.000    0.000    0.000    0.000 ffi.py:99(_lib_wrapper)
        1    0.000    0.000    0.000    0.000 containers.py:624(ListType)
        1    0.000    0.000    0.000    0.000 errors.py:128(_ColorScheme)
        1    0.000    0.000    0.000    0.000 extending.py:24(type_callable)
        1    0.000    0.000    0.000    0.000 context.py:164(ValueContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 session_manager.py:171(SessionManager)
        2    0.000    0.000    0.000    0.000 datetimelike.py:319(asi8)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 expr.py:779(Expr)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
        1    0.000    0.000    0.000    0.000 nonlin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 design_info.py:261(DesignInfo)
        1    0.000    0.000    0.000    0.000 kde.py:81(gaussian_kde)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:528(register)
        1    0.000    0.000    0.000    0.000 precision_recall_curve.py:7(PrecisionRecallDisplay)
        1    0.000    0.000    0.000    0.000 _base.py:275(LinearModel)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:73(UFuncDispatcher)
       29    0.000    0.000    0.000    0.000 traitlets.py:2645(subclass_init)
        1    0.000    0.000    0.000    0.000 socketserver.py:153(BaseServer)
        1    0.000    0.000    0.000    0.000 codeop.py:38(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:97(_AndList)
        1    0.000    0.000    0.000    0.000 containers.py:735(FloatContainer)
        1    0.000    0.000    0.000    0.000 controls.py:63(UIControl)
        8    0.000    0.000    0.000    0.000 utils.py:14(to_list)
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       10    0.000    0.000    0.000    0.000 pathlib.py:519(__len__)
        1    0.000    0.000    0.000    0.000 cursor.py:56(Cursor)
        1    0.000    0.000    0.000    0.000 modified_sys_path.py:43(modified_sys_path)
        2    0.000    0.000    0.000    0.000 column_config_utils.py:443(update_column_config)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 base.py:501(Registry)
        1    0.000    0.000    0.000    0.000 integer.py:214(Int16Dtype)
        1    0.000    0.000    0.000    0.000 base.py:4436(_wrap_reindex_result)
        3    0.000    0.000    0.000    0.000 construction.py:196(mgr_to_mgr)
        1    0.000    0.000    0.000    0.000 html.py:579(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 colors.py:560(ColorConverter)
        1    0.000    0.000    0.000    0.000 Image.py:478(_E)
        1    0.000    0.000    0.000    0.000 core.py:3452(White)
        1    0.000    0.000    0.000    0.000 typeinfer.py:43(TypeVar)
        1    0.000    0.000    0.000    0.000 codegen.py:1343(AOTCPUCodegen)
        1    0.000    0.000    0.000    0.000 cm.py:83(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:675(TextArea)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 _index.py:31(IndexMixin)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rotation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _backend.py:7(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 morphology.py:1(<module>)
        1    0.000    0.000    0.000    0.000 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 origin.py:13(Origin)
        1    0.000    0.000    0.000    0.000 hierarchy.py:1052(ClusterNode)
        1    0.000    0.000    0.000    0.000 _metadata_requests.py:509(MetadataRequest)
        1    0.000    0.000    0.000    0.000 _dict_learning.py:1162(SparseCoder)
        1    0.000    0.000    0.000    0.000 _forest.py:1006(ForestRegressor)
       19    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 types.py:476(BaseStructType)
        1    0.000    0.000    0.000    0.000 _partition.py:14(PartitionExplainer)
       23    0.000    0.000    0.000    0.000 traitlets.py:2554(subclass_init)
        1    0.000    0.000    0.000    0.000 ultratb.py:1303(FormattedTB)
        1    0.000    0.000    0.000    0.000 utils.py:128(<dictcomp>)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:189(TokenTransformBase)
        1    0.000    0.000    0.000    0.000 base.py:109(BaseStyle)
        1    0.000    0.000    0.000    0.000 completer.py:917(CompletionSplitter)
        1    0.000    0.000    0.000    0.000 tree.py:1085(Param)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        7    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        1    0.000    0.000    0.000    0.000 inspect.py:1667(currentframe)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:658(__eq__)
        1    0.000    0.000    0.000    0.000 selector_events.py:619(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 text_format.py:1300(<listcomp>)
        6    0.000    0.000    0.000    0.000 _internal.py:630(__init__)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        1    0.000    0.000    0.000    0.000 pydoc.py:1131(__init__)
        1    0.000    0.000    0.000    0.000 base.py:2412(ExtensionOpsMixin)
        6    0.000    0.000    0.000    0.000 nanops.py:99(__init__)
        1    0.000    0.000    0.000    0.000 integer.py:221(Int32Dtype)
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
        1    0.000    0.000    0.000    0.000 parquet.py:148(BaseImpl)
        1    0.000    0.000    0.000    0.000 backend_tools.py:900(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 art3d.py:467(PathPatch3D)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
